설치장소명,설치시도명,위도,경도,제공기관명
청송군청,경상북도,36.4360412,129.0398308,경상북도 청송군
청송군농업기술센터,경상북도,36.3917571,129.0642597,경상북도 청송군
청송읍사무소,경상북도,36.4342522,129.0391317,경상북도 청송군
부동면사무소,경상북도,36.3568761,129.1417115,경상북도 청송군
부남면사무소,경상북도,36.3444557,129.0457709,경상북도 청송군
현동면사무소,경상북도,36.2907256,128.999195,경상북도 청송군
현서면사무소,경상북도,36.2760524,128.8781859,경상북도 청송군
안덕면사무소,경상북도,36.2890575,128.9422691,경상북도 청송군
파천면사무소,경상북도,36.4631044,129.0202975,경상북도 청송군
진보면사무소,경상북도,36.5294276,129.0292842,경상북도 청송군
청송군보건의료원,경상북도,36.4310928,129.0347228,경상북도 청송군
부동보건지소,경상북도,36.3582175,129.1438929,경상북도 청송군
부남보건지소,경상북도,36.3444776,129.0461466,경상북도 청송군
현동보건지소,경상북도,36.2902763,128.9976596,경상북도 청송군
현서보건지소,경상북도,36.2780763,128.8782212,경상북도 청송군
안덕보건지소,경상북도,36.2890575,128.9422691,경상북도 청송군
진보보건지소,경상북도,36.5294293,129.0336983,경상북도 청송군
청송군정보화교육센터,경상북도,36.4342522,129.0391317,경상북도 청송군
청송군종합문화복지타운,경상북도,36.5294293,129.0336983,경상북도 청송군
청송국민체육센터,경상북도,36.4326678,129.0611343,경상북도 청송군
진보문화체육센터,경상북도,36.5299248,129.0343158,경상북도 청송군
청송군노인여성회관,경상북도,36.430918,129.0364524,경상북도 청송군
객주문학관,경상북도,36.5233037,129.0394277,경상북도 청송군
청송버스터미널,경상북도,36.4374729,129.0330277,경상북도 청송군
청송버스정류장,경상북도,36.4332671,129.0378191,경상북도 청송군
주왕산시외버스터미널,경상북도,36.3910979,129.1240651,경상북도 청송군
진보버스터미널,경상북도,36.5287826,129.0252366,경상북도 청송군
주왕산공원 탐방안내소,경상북도,36.3910979,129.1240651,경상북도 청송군
주왕산공원 관리사무소,경상북도,36.3939021,129.1244751,경상북도 청송군
청송시장,경상북도,36.435149,129.0346325,경상북도 청송군
부남시장,경상북도,36.346536,129.0468441,경상북도 청송군
도평시장,경상북도,36.2895903,129.0151829,경상북도 청송군
화목시장,경상북도,36.27538001,128.8797565,경상북도 청송군
안덕시장,경상북도,36.2883872,128.9408927,경상북도 청송군
진보시장,경상북도,36.5283894,129.0287666,경상북도 청송군
군민운동장,충청북도,36.1596755,127.7853568,충청북도 영동군
영동체육관,충청북도,36.1642048,127.7819752,충청북도 영동군
용두공원,충청북도,36.1686046,127.7833214,충청북도 영동군
물한계곡,충청북도,36.0597093,127.8739897,충청북도 영동군
민주지산휴양림,충청북도,36.0520361,127.8356876,충청북도 영동군
천태산,충청북도,36.1645147,127.623615,충청북도 영동군
송호국민관광지,충청북도,36.1288543,127.6748078,충청북도 영동군
난계국악박물관,충청북도,36.2107961,128.705819,충청북도 영동군
목포공공도서관,전라남도,34.8072191,126.3762901,전라남도교육청 목포공공도서관
가덕면사무소,충청북도,36.553546,127.548753,충청북도 청주시
금천동주민센터,충청북도,36.624409,127.499445,충청북도 청주시
남일면사무소,충청북도,36.586875,127.509452,충청북도 청주시
낭성면사무소,충청북도,36.622738,127.605099,충청북도 청주시
문의면사무소,충청북도,36.517729,127.496192,충청북도 청주시
미원면사무소,충청북도,36.636122,127.658419,충청북도 청주시
상당구청,충청북도,36.634623,127.488204,충청북도 청주시
제2청사,충청북도,36.634623,127.488204,충청북도 청주시
성안동주민센터,충청북도,36.618006,127.498854,충청북도 청주시
영운동주민센터,충청북도,36.617978,127.498876,충청북도 청주시
용담명암산성동주민센터,충청북도,36.635156,127.503708,충청북도 청주시
용암1동주민센터,충청북도,36.608813,127.501282,충청북도 청주시
용암2동주민센터,충청북도,36.607197,127.507998,충청북도 청주시
중앙동주민센터,충청북도,36.639855,127.488188,충청북도 청주시
청주농협,충청북도,36.609101,127.505569,충청북도 청주시
청주시청,충청북도,36.642143,127.489108,충청북도 청주시
청주우체국,충청북도,36.633796,127.488502,충청북도 청주시
충북도청,충청북도,36.635809,127.491334,충청북도 청주시
탑대성동주민센터,충청북도,36.633217,127.494557,충청북도 청주시
기술보증기금(흥덕구),충청북도,36.612679,127.471967,충청북도 청주시
남이면사무소,충청북도,36.560468,127.431538,충청북도 청주시
모충동주민센터,충청북도,36.627662,127.476785,충청북도 청주시
분평동주민센터,충청북도,36.608716,127.488641,충청북도 청주시
사직1동주민센터,충청북도,36.640157,127.481113,충청북도 청주시
사직2동주민센터,충청북도,36.631638,127.473745,충청북도 청주시
사창동주민센터,충청북도,36.628299,127.458325,충청북도 청주시
산남동주민센터,충청북도,36.610611,127.479007,충청북도 청주시
성화개신죽림동주민센터,충청북도,36.628299,127.458325,충청북도 청주시
수곡1동주민센터,충청북도,36.618292,127.479931,충청북도 청주시
수곡2동주민센터,충청북도,36.617361,127.472016,충청북도 청주시
청주우편집중국,충청북도,36.617326,127.472004,충청북도 청주시
청주전파관리소,충청북도,36.636029,127.464209,충청북도 청주시
청주종합고용지원센터,충청북도,36.607277,127.482518,충청북도 청주시
청주축산농협 분평지점,충청북도,36.607499,127.48989,충청북도 청주시
한국농어촌공사,충청북도,36.607277,127.482518,충청북도 청주시
한국수자원공사,충청북도,36.60472,127.455006,충청북도 청주시
현도면사무소,충청북도,36.486509,127.424177,충청북도 청주시
흥덕구청,충청북도,36.63759,127.469814,충청북도 청주시
가경동주민센터,충청북도,36.628863,127.433031,충청북도 청주시
강내면사무소,충청북도,36.621159,127.357518,충청북도 청주시
강서1동주민센터,충청북도,36.626882,127.424175,충청북도 청주시
강서2동주민센터,충청북도,36.661407,127.426091,충청북도 청주시
복대1동주민센터,충청북도,36.635525,127.432491,충청북도 청주시
복대2동주민센터,충청북도,36.626134,127.441562,충청북도 청주시
봉명1동주민센터,충청북도,36.640452,127.459619,충청북도 청주시
봉명2송정동주민센터,충청북도,36.644688,127.455672,충청북도 청주시
서청주우체국,충청북도,36.63848,127.43524,충청북도 청주시
오송읍사무소,충청북도,36.609148,127.324535,충청북도 청주시
옥산면사무소,충청북도,36.664593,127.375628,충청북도 청주시
운천신봉동주민센터,충청북도,36.647895,127.476721,충청북도 청주시
청주시 평생학습관,충청북도,36.636366,127.450311,충청북도 청주시
충북원예농협 하복대지점,충청북도,36.639416,127.435183,충청북도 청주시
충북 관광협회,충청북도,36.625138,127.431935,충청북도 청주시
충북 중소기업종합지원센터,충청북도,36.626677,127.436118,충청북도 청주시
흥덕구청,충청북도,36.641438,127.431482,충청북도 청주시
내덕1동주민센터,충청북도,36.658367,127.482654,충청북도 청주시
내덕2동주민센터,충청북도,36.659777,127.490851,충청북도 청주시
내덕동우체국,충청북도,36.647713,127.488175,충청북도 청주시
내수읍사무소,충청북도,36.723897,127.535439,충청북도 청주시
북이면사무소,충청북도,36.739479,127.542233,충청북도 청주시
오근장동주민센터,충청북도,36.699881,127.479362,충청북도 청주시
오창읍사무소,충청북도,36.712287,127.433177,충청북도 청주시
우암동주민센터,충청북도,36.653725,127.483142,충청북도 청주시
율량사천동주민센터,충청북도,36.666542,127.490445,충청북도 청주시
나눔의 터,충청북도,36.637065,127.486596,충청북도 청주시
이룸의터,충청북도,36.691982,127.597738,충청북도 청주시
청주상당노인복지관,충청북도,36.598478,127.506496,충청북도 청주시
청주시청소년수련원,충청북도,36.507086,127.493707,충청북도 청주시
청주사회복지관,충청북도,36.615785,127.501187,충청북도 청주시
청주시상당청소년문화의집,충청북도,36.643924,127.495361,충청북도 청주시
충북 광화원 제안원,충청북도,36.625894,127.495334,충청북도 청주시
무심천체육공원,충청북도,36.640774,127.483169,충청북도 청주시
직지드림플러스,충청북도,36.618092,127.487853,충청북도 청주시
청주시 장애인심부름센터,충청북도,36.642124,127.478298,충청북도 청주시
청주시설관리공단(수영장),충청북도,36.637128,127.474784,충청북도 청주시
청주시설관리공단(체육관),충청북도,36.637128,127.474784,충청북도 청주시
청주시수화통역센터,충청북도,36.642124,127.478298,충청북도 청주시
청주의료원장례식장,충청북도,36.637128,127.474784,충청북도 청주시
충북노인종합복지관,충청북도,36.637128,127.474784,충청북도 청주시
충북육아원,충청북도,36.633006,127.479155,충청북도 청주시
충북장애인 단체연합회,충청북도,36.637128,127.474784,충청북도 청주시
프란치스코의집 보호작업장,충청북도,36.604331,127.463305,충청북도 청주시
하늘재보호작업장,충청북도,36.521221,127.405482,충청북도 청주시
행복의집 소망노인요양원,충청북도,36.522281,127.400819,충청북도 청주시
행복의집 소망노인요양원,충청북도,36.522281,127.400819,충청북도 청주시
혜원장애인종합복지관,충청북도,36.604331,127.463305,충청북도 청주시
늘푸른아동원,충청북도,36.599588,127.397842,충청북도 청주시
사회복지법인 현진복지재단,충청북도,36.599502,127.397899,충청북도 청주시
오송종합사회복지관,충청북도,36.637018,127.469671,충청북도 청주시
청주 북부종합사회복지관,충청북도,36.639533,127.439215,충청북도 청주시
청주가경노인복지관,충청북도,36.611642,127.436528,충청북도 청주시
청주시 청소년수련관,충청북도,36.646943,127.432827,충청북도 청주시
청주시청소년수련관_1층,충청북도,36.646943,127.432827,충청북도 청주시
청주시청소년수련관_2층,충청북도,36.646943,127.432827,충청북도 청주시
청주시청소년수련관_3층,충청북도,36.646943,127.432827,충청북도 청주시
청주시청소년수련관_지하1층,충청북도,36.646943,127.432827,충청북도 청주시
충북 희망원,충청북도,36.658274,127.378124,충청북도 청주시
충북수화통역센터,충청북도,36.639311,127.439226,충청북도 청주시
충북장애인심부름센터,충청북도,36.639311,127.439226,충청북도 청주시
충북재활원 보호작업장,충청북도,36.653344,127.466389,충청북도 청주시
혜능보육원,충청북도,36.680826,127.353217,충청북도 청주시
내수복지회관,충청북도,36.723908,127.534894,충청북도 청주시
보람근로원,충청북도,36.748408,127.546175,충청북도 청주시
오창목령사회복지관,충청북도,36.712258,127.433116,충청북도 청주시
자모원,충청북도,36.743476,127.412589,충청북도 청주시
청주 내덕노인복지관,충청북도,36.652185,127.495415,충청북도 청주시
충북장애인재활협회,충청북도,36.653725,127.483142,충청북도 청주시
가덕보건지소,충청북도,36.549751,127.548486,충청북도 청주시
낭성면사무소,충청북도,36.622539,127.603867,충청북도 청주시
문의보건지소,충청북도,36.517279,127.496201,충청북도 청주시
미원보건지소,충청북도,36.637155,127.656087,충청북도 청주시
상당구보건소,충청북도,36.588213,127.505945,충청북도 청주시
상당구보건소(남부보건소),충청북도,36.589764,127.505421,충청북도 청주시
용암보건지소,충청북도,36.611467,127.529893,충청북도 청주시
월오 보건진료소,충청북도,36.622141,127.515276,충청북도 청주시
청주병원,충청북도,36.643099,127.488977,충청북도 청주시
흥덕보건소 별관,충청북도,36.640971,127.492897,충청북도 청주시
남이보건지소,충청북도,36.561317,127.433859,충청북도 청주시
참사랑노인병원_1층,충청북도,36.603537,127.480492,충청북도 청주시
참사랑노인병원_2층,충청북도,36.603537,127.480492,충청북도 청주시
참사랑노인병원_3층,충청북도,36.603537,127.480492,충청북도 청주시
참사랑노인병원_5층,충청북도,36.603537,127.480492,충청북도 청주시
참사랑노인병원_6층,충청북도,36.603537,127.480492,충청북도 청주시
참사랑노인병원_지하1층,충청북도,36.603537,127.480492,충청북도 청주시
현도보건지소,충청북도,36.642434,127.489032,충청북도 청주시
강내보건지소,충청북도,36.609264,127.356584,충청북도 청주시
서청주노인병원,충청북도,36.599502,127.397899,충청북도 청주시
오송보건지소,충청북도,36.610277,127.325255,충청북도 청주시
오송생명과학단지 보건지소,충청북도,36.629209,127.326179,충청북도 청주시
옥산보건지소,충청북도,36.664114,127.375451,충청북도 청주시
흥덕보건소(본관),충청북도,36.630094,127.426507,충청북도 청주시
내수보건지소,충청북도,36.723897,127.535439,충청북도 청주시
북이보건지소,충청북도,36.749948,127.521422,충청북도 청주시
오근장 보건진료소,충청북도,36.699881,127.479362,충청북도 청주시
오창보건지소,충청북도,36.742319,127.454514,충청북도 청주시
청원구 보건소(북부보건소),충청북도,36.710145,127.430949,충청북도 청주시
청주성모병원 본관 1층,충청북도,36.672249,127.480376,충청북도 청주시
청주성모병원 서병동 1층,충청북도,36.673669,127.485711,충청북도 청주시
청주성모병원 서병동 2층,충청북도,36.672249,127.480376,충청북도 청주시
청주성모병원 서병동 3층,충청북도,36.672249,127.480376,충청북도 청주시
청주성모병원 신관 3층,충청북도,36.672249,127.480376,충청북도 청주시
청주성모병원 신관 4층,충청북도,36.672249,127.480376,충청북도 청주시
국립청주박물관,충청북도,36.649162,127.512188,충청북도 청주시
청주시립대청호미술관,충청북도,36.507086,127.493707,충청북도 청주시
청주 동물원,충청북도,36.651988,127.523121,충청북도 청주시
청주상당도서관,충청북도,36.642811,127.491279,충청북도 청주시
청주시립정보도서관,충청북도,36.612488,127.505819,충청북도 청주시
중앙도서관(사직2동),충청북도,36.632741,127.477836,충청북도 청주시
청주예술의전당,충청북도,36.637128,127.474784,충청북도 청주시
춤추는 북카페,충청북도,36.629745,127.462673,충청북도 청주시
충청북도중앙도서관,충청북도,36.632902,127.474321,충청북도 청주시
옥산도서관,충청북도,36.666102,127.369327,충청북도 청주시
청주시립서부도서관,충청북도,36.63495,127.431372,충청북도 청주시
한국잠사박물관,충청북도,36.639368,127.382236,충청북도 청주시
현양자립생활관,충청북도,36.656097,127.471999,충청북도 청주시
목령도서관-오창,충청북도,36.712258,127.433116,충청북도 청주시
청주시립북부도서관,충청북도,36.666181,127.474919,충청북도 청주시
호수공원(청원),충청북도,36.71487,127.42545,충청북도 청주시
죽암휴게소(상행),충청북도,36.642434,127.489032,충청북도 청주시
옥산휴게소(하행),충청북도,36.657736,127.369818,충청북도 청주시
청원휴게소(상행),충청북도,36.716034,127.349318,충청북도 청주시
청주고속버스터미널,충청북도,36.626998,127.430431,충청북도 청주시
청주역,충청북도,36.646658,127.392219,충청북도 청주시
오창시외버스터미널,충청북도,36.711098,127.427559,충청북도 청주시
오창휴게소(하행),충청북도,36.758476,127.481777,충청북도 청주시
청주 북부터미널,충청북도,36.651566,127.486699,충청북도 청주시
중앙시장_청주,충청북도,36.639382,127.488877,충청북도 청주시
육거리종합시장,충청북도,36.62783,127.488453,충청북도 청주시
서문시장,충청북도,36.634018,127.485116,충청북도 청주시
사직시장,충청북도,36.636444,127.478387,충청북도 청주시
원마루시장,충청북도,36.609713,127.496011,충청북도 청주시
사창시장,충청북도,36.633595,127.465464,충청북도 청주시
수곡시장(두꺼비시장),충청북도,36.617518,127.473599,충청북도 청주시
가경터미널시장,충청북도,36.627874,127.435875,충청북도 청주시
복대가경시장,충청북도,36.62965,127.44256,충청북도 청주시
복대시장,충청북도,36.630378,127.442844,충청북도 청주시
운천시장,충청북도,36.629357,127.442877,충청북도 청주시
내덕자연시장,충청북도,36.652185,127.495415,충청북도 청주시
북부시장,충청북도,36.648378,127.48589,충청북도 청주시
수암골,충청북도,36.647532,127.494316,충청북도 청주시
문의문화재단지,충청북도,36.507086,127.493707,충청북도 청주시
로사의집,경상남도,35.257,128.442388,경상남도 함안군
칠원보건지소,경상남도,35.308862,128.517468,경상남도 함안군
함안군청 차량사업소,경상남도,35.29137,128.39966,경상남도 함안군
가야시장,경상남도,35.277246,128.406476,경상남도 함안군
군북시장,경상남도,35.261287,128.346828,경상남도 함안군
대산시장,경상남도,35.352427,128.428217,경상남도 함안군
함안군 농업기술센터,경상남도,35.293065,128.398514,경상남도 함안군
함안노인복지회관,경상남도,35.275719,128.410266,경상남도 함안군
군립칠원도서관,경상남도,35.304974,128.515468,경상남도 함안군
함주공원,경상남도,35.283282,128.401238,경상남도 함안군
함안군청(민원실),경상남도,35.272585,128.406469,경상남도 함안군
승마공원,경상남도,35.250691,128.392291,경상남도 함안군
함안보건소,경상남도,35.275705,128.410284,경상남도 함안군
동부사회복지관,경상남도,35.4693783,128.324649,경상남도 의령군
지정복지회관,경상남도,35.38211559,128.388452,경상남도 의령군
의령군노인복지관,경상남도,35.31781892,128.254567,경상남도 의령군
의령군종합사회복지관,경상남도,35.31545314,128.255227,경상남도 의령군
홍의청소년수련원,경상남도,35.29289377,128.254249,경상남도 의령군
의령시장,경상남도,35.31860995,128.261231,경상남도 의령군
신반시장,경상남도,35.467699,128.324508,경상남도 의령군
부림면통합보건지소,경상남도,35.46783506,128.326215,경상남도 의령군
의령군청소년수련관,경상남도,35.47045749,128.322643,경상남도 의령군
청소년아카데미센터,경상남도,35.31783176,128.264781,경상남도 의령군
다문화가족지원센터,경상남도,35.46670842,128.324464,경상남도 의령군
소망의집,경상남도,35.37559296,128.234229,경상남도 의령군
벽계야영장,경상남도,35.313663,128.29334,경상남도 의령군
설뫼충효테마파크,경상남도,35.45875,128.35232,경상남도 의령군
의병광장,경상남도,35.42616,128.20879,경상남도 의령군
의령읍사무소,경상남도,35.321264,128.260248,경상남도 의령군
가례면사무소,경상남도,35.326765,128.2455886,경상남도 의령군
칠곡면사무소,경상남도,35.341591,128.192594,경상남도 의령군
대의면사무소,경상남도,35.372076,128.108304,경상남도 의령군
화정면사무소,경상남도,35.277949,128.211111,경상남도 의령군
용덕면사무소,경상남도,35.348206,128.291147,경상남도 의령군
정곡면사무소,경상남도,35.380689,128.326303,경상남도 의령군
지정면사무소,경상남도,35.382588,128.385986,경상남도 의령군
낙서면사무소,경상남도,35.484118,128.377254,경상남도 의령군
부림면사무소,경상남도,35.466418,128.324619,경상남도 의령군
봉수면사무소,경상남도,35.472347,128.266271,경상남도 의령군
궁류면사무소,경상남도,35.44734585,128.248959,경상남도 의령군
유곡면사무소,경상남도,35.433243,128.313673,경상남도 의령군
나주공공도서관,전라남도,35.0290275,126.7165433,전라남도교육청 나주공공도서관
금천구청,서울특별시,37.45707586,126.8960372,서울특별시 금천구
금천구청,서울특별시,37.45707586,126.8960372,서울특별시 금천구
금천구청,서울특별시,37.45707586,126.8960372,서울특별시 금천구
금천구청,서울특별시,37.45707586,126.8960372,서울특별시 금천구
금천구청,서울특별시,37.45707586,126.8960372,서울특별시 금천구
금천구청,서울특별시,37.45707586,126.8960372,서울특별시 금천구
금천구청,서울특별시,37.45707586,126.8960372,서울특별시 금천구
금천구청,서울특별시,37.45707586,126.8960372,서울특별시 금천구
금천구청,서울특별시,37.45707586,126.8960372,서울특별시 금천구
금천구청,서울특별시,37.45707586,126.8960372,서울특별시 금천구
금천구청,서울특별시,37.45707586,126.8960372,서울특별시 금천구
금천구청,서울특별시,37.45707586,126.8960372,서울특별시 금천구
금천구청,서울특별시,37.45707586,126.8960372,서울특별시 금천구
금나래아트홀,서울특별시,37.44651448,126.8949604,서울특별시 금천구
금나래아트홀,서울특별시,37.44675094,126.8951942,서울특별시 금천구
독산1동 분소,서울특별시,37.45794468,126.8877845,서울특별시 금천구
공유공간잇슈,서울특별시,37.46755816,126.8944363,서울특별시 금천구
독산3동 보건분소,서울특별시,37.47366794,126.9022489,서울특별시 금천구
드림스타트,서울특별시,37.47516328,126.9031768,서울특별시 금천구
독산3동 청개구리 도서관,서울특별시,37.47516328,126.9031768,서울특별시 금천구
독산2동주민센터,서울특별시,37.46314604,126.9034765,서울특별시 금천구
마을활력소,서울특별시,37.45180501,126.9116325,서울특별시 금천구
서문시장 제4지구,대구광역시,35.869447,128.580766,대구광역시 중구
서문시장 제5지구,대구광역시,35.868052,128.578502,대구광역시 중구
남문시장,대구광역시,35.861048,128.591967,대구광역시 중구
교동시장,대구광역시,35.873142,128.596634,대구광역시 중구
서문시장 명품프라자 상가,대구광역시,35.869869,128.580798,대구광역시 중구
중구보건소,대구광역시,35.877871,128.583335,대구광역시 중구
남산기독교종합사회복지관,대구광역시,35.865102,128.590497,대구광역시 중구
남산종합사회복지관,대구광역시,35.859566,128.57984,대구광역시 중구
가톨릭근로자회관노숙인쉼터,대구광역시,35.868582,128.591492,대구광역시 중구
중구 청소년문화의 집,대구광역시,35.861883,128.597996,대구광역시 중구
번개시장,대구광역시,35.875203,128.597256,대구광역시 중구
방천시장,대구광역시,35.861837,128.605952,대구광역시 중구
3.1운동길,대구광역시,35.86765,128.584644,대구광역시 중구
대구광역시 중구청,대구광역시,35.86934,128.6062,대구광역시 중구
삼덕동주민센터,대구광역시,35.865549,128.6089,대구광역시 중구
남산2동주민센터,대구광역시,35.86404,128.589538,대구광역시 중구
서문시장,대구광역시,35.868833,128.579534,대구광역시 중구
염매시장,대구광역시,35.866877,128.59194,대구광역시 중구
중부노인복지센터,대구광역시,35.862979,128.590403,대구광역시 중구
봉산문화회관,대구광역시,35.863304,128.596993,대구광역시 중구
대구청소년지원재단,대구광역시,35.869775,128.589914,대구광역시 중구
경상감영공원,대구광역시,35.87249,128.592563,대구광역시 중구
대구중구노인상담소,대구광역시,35.872915,128.592699,대구광역시 중구
대봉1동주민센터,대구광역시,35.861649,128.6043,대구광역시 중구
대봉2동주민센터,대구광역시,35.858149,128.599763,대구광역시 중구
대신동주민센터,대구광역시,35.865572,128.576252,대구광역시 중구
동부시장,대구광역시,35.868605,128.612649,대구광역시 중구
성내1동주민센터,대구광역시,35.86919,128.598187,대구광역시 중구
어르신마을노인복지센터,대구광역시,35.856815,128.597875,대구광역시 중구
중구시니어클럽,대구광역시,35.864921,128.601258,대구광역시 중구
남양면보건지소,충청남도,36.397906,126.775331,충청남도 청양군
목면보건지소,충청남도,36.422715,127.008393,충청남도 청양군
장평면보건지소,충청남도,36.340621,126.893488,충청남도 청양군
정산면보건지소,충청남도,36.414161,126.945159,충청남도 청양군
장애인직업재활센터(청양),충청남도,36.449268,126.786538,충청남도 청양군
화성면보건지소,충청남도,36.430269,126.716616,충청남도 청양군
대치 보건지소,충청남도,36.469026,126.851199,충청남도 청양군
청남 보건지소,충청남도,36.354226,126.952449,충청남도 청양군
비봉 보건지소,충청남도,36.520812,126.785677,충청남도 청양군
남양면사무소,충청남도,36.401244,126.775807,충청남도 청양군
대치면사무소,충청남도,36.444526,126.832101,충청남도 청양군
목면사무소,충청남도,36.418901,127.003961,충청남도 청양군
비봉면사무소,충청남도,36.519192,126.786481,충청남도 청양군
운곡면사무소,충청남도,36.523911,126.844675,충청남도 청양군
운곡보건지소,충청남도,36.523911,126.844675,충청남도 청양군
장평면사무소,충청남도,36.341833,126.893002,충청남도 청양군
정산면사무소,충청남도,36.414908,126.945143,충청남도 청양군
청남면사무소,충청남도,36.352438,126.952287,충청남도 청양군
청양읍사무소,충청남도,36.454018,126.805673,충청남도 청양군
청양군노인복지관,충청남도,36.450948,126.800165,충청남도 청양군
청양전통시장,충청남도,36.450651,126.801445,충청남도 청양군
청양군보건의료원,충청남도,36.455152,126.804931,충청남도 청양군
화성면사무소,충청남도,36.427425,126.717331,충청남도 청양군
군청민원실,충청남도,36.456861,126.805557,충청남도 청양군
청양유치원,충청남도,36.453048,126.799975,충청남도 청양군
장애인복지관,충청남도,36.449998,126.811353,충청남도 청양군
장곡사,충청남도,36.417325,126.859561,충청남도 청양군
칠갑산오토캠핑장,충청남도,36.395734,126.863183,충청남도 청양군
칠갑산자연휴양림,충청남도,36.431286,126.842152,충청남도 청양군
정산전통시장,충청남도,36.411302,126.947744,충청남도 청양군
군민체육관,충청남도,36.453363,126.794763,충청남도 청양군
정산도서관,충청남도,36.412892,126.951481,충청남도 청양군
청양군문화체육센터,충청남도,36.451507,126.801157,충청남도 청양군
청양군문화예술회관,충청남도,36.456303,126.800395,충청남도 청양군
고추문화마을,충청남도,36.441004,126.779363,충청남도 청양군
동곡시장,경상북도,35.6921317,128.8903677,경상북도 청도군
이서시장,경상북도,35.6627105,128.6664425,경상북도 청도군
풍각정류소,경상북도,35.6406493,128.615256,경상북도 청도군
청도군청,경상북도,35.647433,128.734249,경상북도 청도군
청도읍사무소,경상북도,35.645488,128.741254,경상북도 청도군
화양읍사무소,경상북도,35.648988,128.706269,경상북도 청도군
각남면사무소,경상북도,35.641892,128.658969,경상북도 청도군
풍각면사무소,경상북도,35.638821,128.618278,경상북도 청도군
각북면사무소,경상북도,35.687212,128.589274,경상북도 청도군
이서면사무소,경상북도,35.663119,128.670332,경상북도 청도군
운문면사무소,경상북도,35.715673,128.913364,경상북도 청도군
금천면사무소,경상북도,35.687104,128.892445,경상북도 청도군
매전면사무소,경상북도,35.667048,128.855408,경상북도 청도군
가평군청,경기도,37.831508,127.509541,경기도 가평군
가평읍,경기도,37.825151,127.516455,경기도 가평군
상면사무소,경기도,37.804706,127.356821,경기도 가평군
하면사무소,경기도,37.817546,127.353247,경기도 가평군
북면사무소,경기도,37.885624,127.550263,경기도 가평군
청평면사무소,경기도,37.740157,127.424155,경기도 가평군
설악면사무소,경기도,37.676251,127.494688,경기도 가평군
중앙도서관,경기도,37.831371,127.509708,경기도 가평군
청평도서관,경기도,37.739718,127.423979,경기도 가평군
조종도서관,경기도,37.818529,127.352844,경기도 가평군
보건소,경기도,37.833513,127.510555,경기도 가평군
상수도사업소,경기도,37.807241,127.512313,경기도 가평군
다목적교육관,경기도,37.846099,127.499632,경기도 가평군
청평보건지소,경기도,37.740178,127.424567,경기도 가평군
상면보건지소,경기도,37.805069,127.357704,경기도 가평군
하면보건지소,경기도,37.817878,127.353264,경기도 가평군
북면보건지소,경기도,37.885293,127.549825,경기도 가평군
청소년문화의집,경기도,37.823799,127.509435,경기도 가평군
칼봉산휴양림,경기도,37.835873,127.465524,경기도 가평군
설악도서관,경기도,37.683264,127.490848,경기도 가평군
농업기술센터,경기도,37.845998,127.498703,경기도 가평군
건강증진센터,경기도,37.832978,127.510785,경기도 가평군
설악보건지소,경기도,37.675939,127.494657,경기도 가평군
군포역전시장,경기도,37.35489802,126.9470045,경기도 군포시
노인복지관,경기도,37.34537975,126.9474581,경기도 군포시
대야도서관,경기도,37.33025986,126.9153469,경기도 군포시
보건소,경기도,37.33300952,126.9256573,경기도 군포시
수도사업소,경기도,37.36386217,126.9169437,경기도 군포시
시청,경기도,37.36149474,126.9349577,경기도 군포시
장애인종합복지관,경기도,37.36308371,126.9341707,경기도 군포시
청소년수련관,경기도,37.35978263,126.9346702,경기도 군포시
중앙도서관,경기도,37.3553243,126.9157246,경기도 군포시
군포역전시장,경기도,37.35489802,126.9470045,경기도 군포시
노인복지관,경기도,37.34537975,126.9474581,경기도 군포시
대야도서관,경기도,37.33025986,126.9153469,경기도 군포시
보건소,경기도,37.33300952,126.9256573,경기도 군포시
수도사업소,경기도,37.36386217,126.9169437,경기도 군포시
시청,경기도,37.36149474,126.9349577,경기도 군포시
장애인종합복지관,경기도,37.36308371,126.9341707,경기도 군포시
청소년수련관,경기도,37.35978263,126.9346702,경기도 군포시
산본보건지소,경기도,37.3639766,126.9331037,경기도 군포시
늘푸른노인복지관,경기도,37.3639766,126.9331037,경기도 군포시
산본도서관,경기도,37.3616661,126.9288829,경기도 군포시
군포1동주민센터,경기도,37.3536269,126.9455526,경기도 군포시
금정동주민센터,경기도,37.3653925,126.9392847,경기도 군포시
수리동주민센터,경기도,37.3560667,126.9210367,경기도 군포시
금동사무소,전라북도,35.402433,127.375449,전라북도 남원시
남원우체국,전라북도,35.408791,127.380274,전라북도 남원시
남원시청,전라북도,35.416361,127.390381,전라북도 남원시
남원시청,전라북도,35.416361,127.390381,전라북도 남원시
남원시청,전라북도,35.416361,127.390381,전라북도 남원시
노암동사무소,전라북도,35.399567,127.380292,전라북도 남원시
달궁야영장,전라북도,35.352369,127.555489,전라북도 남원시
달궁야영장,전라북도,35.352369,127.555489,전라북도 남원시
도통동사무소,전라북도,35.419862,127.400089,전라북도 남원시
동충동사무소,전라북도,35.411052,127.382983,전라북도 남원시
왕정동사무소,전라북도,35.408223,127.369767,전라북도 남원시
장애인복지관(이백면),전라북도,35.452847,127.441732,전라북도 남원시
장애인복지관(이백면),전라북도,35.452847,127.441732,전라북도 남원시
장애인복지관(이백면),전라북도,35.452847,127.441732,전라북도 남원시
